id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,system_type
co-235,Electrical Metallic Tubing (EMT),,lv-5,,,,0.00807720771,-15.6616019,2.7044269,16.9900981,-15.6057981,6.0071,17.0459019,-15.6337,2.7044269,-15.6337,6.0071,3.3026731,17.018,17.018,,,,
co-236,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007828728894,-15.5854019,2.8060269,16.9900981,-15.5295981,6.0071,17.0459019,-15.5575,2.8060269,-15.5575,6.0071,3.2010731,17.018,17.018,,,,
co-237,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007580250077,-15.5092019,2.9076269,16.9900981,-15.4533981,6.0071,17.0459019,-15.4813,2.9076269,-15.4813,6.0071,3.0994731,17.018,17.018,,,,
co-238,Electrical Metallic Tubing (EMT),,lv-5,,,,0.08417641147,-15.3162,2.181225,16.9900981,19.10252239,2.2370288,17.0459019,19.10252239,2.2091269,-15.3162,2.2091269,34.41872239,17.018,17.018,,,,
co-239,Electrical Metallic Tubing (EMT),,lv-5,,,,0.0845491297,-15.0876,2.486025,16.9900981,19.48352239,2.5418288,17.0459019,-15.0876,2.5139269,19.48352239,2.5139269,34.57112239,17.018,17.018,,,,
co-240,Electrical Metallic Tubing (EMT),,lv-5,,,,0.08448700999,-15.1638,2.384425,16.9900981,19.38192239,2.4402288,17.0459019,-15.1638,2.4123269,19.38192239,2.4123269,34.54572239,17.018,17.018,,,,
co-241,Electrical Metallic Tubing (EMT),,lv-5,,,,0.08423853118,-15.24,2.282825,16.9900981,19.20412239,2.3386288,17.0459019,-15.24,2.3107269,19.20412239,2.3107269,34.44412239,17.018,17.018,,,,
co-242,Electrical Metallic Tubing (EMT),,lv-5,,,,0.0007454364497,19.46832049,1.5106269,16.9900981,19.52412429,1.8154269,17.0459019,19.49622239,1.8154269,19.49622239,1.5106269,0.3048,17.018,17.018,,,,
co-243,Electrical Metallic Tubing (EMT),,lv-5,,,,0.0009939152662,19.56992049,1.5106269,16.9900981,19.62572429,1.9170269,17.0459019,19.59782239,1.9170269,19.59782239,1.5106269,0.4064,17.018,17.018,,,,
co-244,Electrical Metallic Tubing (EMT),,lv-5,,,,0.001242394083,19.74772049,1.5106269,16.9900981,19.80352429,2.0186269,17.0459019,19.77562239,2.0186269,19.77562239,1.5106269,0.508,17.018,17.018,,,,
co-245,Electrical Metallic Tubing (EMT),,lv-5,,,,0.001490872899,19.84932049,1.5106269,16.9900981,19.90512429,2.1202269,17.0459019,19.87722239,2.1202269,19.87722239,1.5106269,0.6096,17.018,17.018,,,,
co-246,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007485424349,19.46832049,1.089025,13.5636,19.52412429,1.1448288,16.6243,19.49622239,1.1169269,19.49622239,1.1169269,3.0607,16.6243,13.5636,,,,
co-247,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007485424349,19.56992049,1.089025,13.5636,19.62572429,1.1448288,16.6243,19.59782239,1.1169269,19.59782239,1.1169269,3.0607,16.6243,13.5636,,,,
co-248,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007485424349,19.74772049,1.089025,13.5636,19.80352429,1.1448288,16.6243,19.77562239,1.1169269,19.77562239,1.1169269,3.0607,16.6243,13.5636,,,,
co-249,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007485424349,19.84932049,1.089025,13.5636,19.90512429,1.1448288,16.6243,19.87722239,1.1169269,19.87722239,1.1169269,3.0607,16.6243,13.5636,,,,
co-250,Electrical Metallic Tubing (EMT),,lv-4,,,,0.0003282370988,-14.13651211,4.600744796,12.9768981,-14.03007838,4.746014282,13.0327019,-14.05546831,4.734444185,-14.11112217,4.612314894,0.1342122025,13.0048,13.0048,,,,
co-251,Electrical Metallic Tubing (EMT),,lv-4,,,,0.002515848018,-13.9201144,5.0647981,11.5824,-13.8643106,5.1206019,12.6111,-13.8922125,5.0927,-13.8922125,5.0927,1.0287,11.5824,12.6111,,,,
co-252,Electrical Metallic Tubing (EMT),,lv-4,,,,0.005493158612,-14.2074519,2.05105,12.9768981,-14.1516481,4.297136498,13.0327019,-14.17955,4.297136498,-14.17955,2.05105,2.246086498,13.0048,13.0048,,,,
co-253,Electrical Metallic Tubing (EMT),,lv-4,,,,0.08086853723,-13.78585,1.6294481,12.9768981,19.28032239,1.6852519,13.0327019,-13.78585,1.65735,19.28032239,1.65735,33.06617239,13.0048,13.0048,,,,
co-254,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.65882049,1.5722981,9.652,19.71462429,1.6281019,12.6492,19.68672239,1.6002,19.68672239,1.6002,2.9972,9.652,12.6492,,,,
co-255,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.63342049,1.4198981,5.0292,19.68922429,1.4757019,8.7376,19.66132239,1.4478,19.66132239,1.4478,3.7084,8.7376,5.0292,,,,
co-256,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.65882049,1.2674981,9.652,19.71462429,1.3233019,12.6492,19.68672239,1.2954,19.68672239,1.2954,2.9972,9.652,12.6492,,,,
co-257,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.65882049,1.4198981,9.652,19.71462429,1.4757019,12.6492,19.68672239,1.4478,19.68672239,1.4478,2.9972,9.652,12.6492,,,,
co-258,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.65882049,1.1150981,9.652,19.71462429,1.1709019,12.6492,19.68672239,1.143,19.68672239,1.143,2.9972,9.652,12.6492,,,,
co-259,Electrical Metallic Tubing (EMT),,lv-3,,,,0.007330125088,19.81122049,0.9626981,9.652,19.86702429,1.0185019,12.6492,19.83912239,0.9906,19.83912239,0.9906,2.9972,9.652,12.6492,,,,
co-260,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.63342049,1.2674981,5.0292,19.68922429,1.3233019,8.7376,19.66132239,1.2954,19.66132239,1.2954,3.7084,8.7376,5.0292,,,,
co-261,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.63342049,0.9626981,5.0292,19.68922429,1.0185019,8.7376,19.66132239,0.9906,19.66132239,0.9906,3.7084,8.7376,5.0292,,,,
co-262,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.63342049,1.1150981,5.0292,19.68922429,1.1709019,8.7376,19.66132239,1.143,19.66132239,1.143,3.7084,8.7376,5.0292,,,,
co-263,Electrical Metallic Tubing (EMT),,lv-3,,,,0.009069476804,19.43022049,1.8770981,5.0292,19.48602429,1.9329019,8.7376,19.45812239,1.905,19.45812239,1.905,3.7084,8.7376,5.0292,,,,
co-264,Electrical Metallic Tubing (EMT),,lv-3,,,,0.01292089846,19.89773433,0.5417369675,-1.1684,19.95353813,0.5975407675,4.1148,19.92563623,0.5696388675,19.92563623,0.5696388675,5.2832,-1.1684,4.1148,,,,
co-265,Electrical Metallic Tubing (EMT),,lv-2,,,,0.001459813047,8.6207981,3.9725981,4.0132,8.6766019,4.0284019,4.6101,8.6487,4.0005,8.6487,4.0005,0.5969,4.6101,4.0132,,,,
co-266,Electrical Metallic Tubing (EMT),,lv-5,,,,0.01203733885,-7.5717019,3.0092269,16.9900981,-7.5158981,7.93115,17.0459019,-7.5438,7.93115,-7.5438,3.0092269,4.9219231,17.018,17.018,,,,
co-267,Electrical Metallic Tubing (EMT),,lv-7,,,,0.002888566242,-7.5717019,8.2969481,17.4117,-7.5158981,8.3527519,18.5928,-7.5438,8.32485,-7.5438,8.32485,1.1811,18.5928,17.4117,,,,
co-268,Electrical Metallic Tubing (EMT),,lv-5,,,,0.06538520097,-7.1501,2.587625,16.9900981,19.58512239,2.6434288,17.0459019,19.58512239,2.6155269,-7.1501,2.6155269,26.73522239,17.018,17.018,,,,
co-269,Electrical Metallic Tubing (EMT),,lv-5,,,,0.001739351716,19.95092049,1.5106269,16.9900981,20.00672429,2.2218269,17.0459019,19.97882239,1.5106269,19.97882239,2.2218269,0.7112,17.018,17.018,,,,
co-270,Electrical Metallic Tubing (EMT),,lv-5,,,,0.007485424349,19.95092049,1.089025,13.5636,20.00672429,1.1448288,16.6243,19.97882239,1.1169269,19.97882239,1.1169269,3.0607,16.6243,13.5636,,,,
co-271,Electrical Metallic Tubing (EMT),,lv-8,,,,0.02994545441,6.142235937,5.458619103,-1.9837019,18.38657214,5.514422903,-1.9278981,18.38657214,5.486521003,6.142235937,5.486521003,12.2443362,-1.9558,-1.9558,,,,
co-272,Electrical Metallic Tubing (EMT),,lv-8,,,,0.009958517532,18.98471576,0.7855771371,-1.9837019,19.56795102,4.83036499,-1.9278981,19.01238219,4.826747658,19.5402846,0.7891944693,4.071918062,-1.9558,-1.9558,,,,
co-273,Electrical Metallic Tubing (EMT),,lv-8,,,,0.01067737999,19.0474125,0.7982810707,-1.8821019,19.66875476,5.134522485,-1.8262981,19.07507892,5.130905152,19.64108833,0.8018984029,4.365852276,-1.8542,-1.8542,,,,
co-274,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0103354008,18.9648595,0.7846412103,-1.8821019,19.56807339,4.982231551,-1.8262981,18.99252592,4.978614219,19.54040697,0.7882585425,4.2260211,-1.8542,-1.8542,,,,
co-275,Electrical Metallic Tubing (EMT),,lv-8,,,,0.009617863038,18.90221491,0.77100135,-1.8821019,19.46739203,4.677675208,-1.8262981,18.92988134,4.674057876,19.43972561,0.7746186822,3.932628537,-1.8542,-1.8542,,,,
co-276,Electrical Metallic Tubing (EMT),,lv-10,,,,0.002391608609,-27.4186269,8.9763981,-2.2733,-27.3628231,9.0322019,-1.2954,-27.390725,9.0043,-27.390725,9.0043,0.9779,-1.2954,-2.2733,,,,
co-277,Electrical Metallic Tubing (EMT),,lv-8,,,,0.02620202561,-25.60086216,4.849019103,-2.6949019,-14.88716898,4.904822903,-2.6390981,-14.88716898,4.876921003,-25.60086216,4.876921003,10.71369318,-2.667,-2.667,,,,
co-278,Electrical Metallic Tubing (EMT),,lv-8,,,,0.009243841451,18.92210304,0.7705333865,-1.9837019,19.46745321,4.52556499,-1.9278981,18.94976946,4.521947658,19.43978679,0.7741507187,3.779695607,-1.9558,-1.9558,,,,
co-279,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002635029906,-27.21803875,7.71631133,-2.6949019,-26.63099523,8.677296749,-2.6390981,-27.193875,8.663345799,-26.65515898,7.73026228,1.077432041,-2.667,-2.667,,,,
co-280,Electrical Metallic Tubing (EMT),,lv-8,,,,0.003798938478,-26.5931269,5.84128384,-2.6949019,-26.5373231,7.394624099,-2.6390981,-26.565225,7.394624099,-26.565225,5.84128384,1.553340259,-2.667,-2.667,,,,
co-281,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001476783769,-26.42755846,5.014587538,-2.6949019,-25.96112048,5.481025523,-2.6390981,-25.9808501,5.034317161,-26.40782884,5.4612959,0.6038391239,-2.667,-2.667,,,,
co-282,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0778995611,-13.30683102,4.849019103,-1.9837019,18.54536273,4.904822903,-1.9278981,18.54536273,4.876921003,-13.30683102,4.876921003,31.85219375,-1.9558,-1.9558,,,,
co-283,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002568758209,-14.56468728,4.849019103,-2.600117593,-13.62931272,4.904822903,-2.022682407,-13.64337168,4.876921003,-14.55062832,4.876921003,1.050334341,-2.046783479,-2.576016521,,,,
co-284,Electrical Metallic Tubing (EMT),,lv-2,,,,0.002348224781,-8.26135,2.0866481,5.1028981,-7.301189126,2.1424519,5.1587019,-8.26135,2.11455,-7.301189126,2.11455,0.9601608743,5.1308,5.1308,,,,
co-285,Electrical Metallic Tubing (EMT),,lv-4,,,,0.001941240754,8.7858981,2.81305,13.0784981,8.8417019,3.6068,13.1343019,8.8138,2.81305,8.8138,3.6068,0.79375,13.1064,13.1064,,,,
co-286,Electrical Metallic Tubing (EMT),,lv-5,,,,0.000480658626,8.6842981,3.9725981,14.56086447,8.7401019,4.0284019,14.7574,8.7122,4.0005,8.7122,4.0005,0.196535532,14.7574,14.56086447,,,,
co-287,Electrical Metallic Tubing (EMT),,lv-8,,,,0.005000636183,0.249536275,8.555809819,-3.937,0.305340075,8.611613619,-1.8923,0.277438175,8.583711719,0.277438175,8.583711719,2.0447,-3.937,-1.8923,,,,
co-288,Electrical Metallic Tubing (EMT),,lv-8,,,,0.003795328554,-28.6512,10.48620982,-2.7457019,-27.0993358,10.54201362,-2.6898981,-28.6512,10.51411172,-27.0993358,10.51411172,1.551864205,-2.7178,-2.7178,,,,
co-289,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002018890384,-29.0728019,10.48620982,-3.937,-29.0169981,10.54201362,-3.1115,-29.0449,10.51411172,-29.0449,10.51411172,0.8255,-3.937,-3.1115,,,,
co-290,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0009352722855,-26.71813353,9.934935775,-2.7457019,-26.47859523,10.29402449,-2.6898981,-26.69396977,10.28007354,-26.50275898,9.948886725,0.3824215904,-2.7178,-2.7178,,,,
co-291,Electrical Metallic Tubing (EMT),,lv-8,,,,0.003822077234,-26.4407269,5.904409987,-2.6949019,-26.3849231,7.467211405,-2.6390981,-26.412825,5.904409987,-26.412825,7.467211405,1.562801419,-2.667,-2.667,,,,
co-292,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001530732458,-26.4407269,8.98735045,-2.7457019,-26.3849231,9.613248544,-2.6898981,-26.412825,9.613248544,-26.412825,8.98735045,0.625898094,-2.7178,-2.7178,,,,
co-293,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002670668841,-26.4407269,7.680606751,-2.741509671,-26.3849231,8.773955105,-2.643290329,-26.412825,7.681691593,-26.412825,8.772870263,1.092004373,-2.671171131,-2.713628869,,,,
co-294,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001168013881,-26.27515846,5.166987538,-2.6949019,-25.89799433,5.54415167,-2.6390981,-25.91772396,5.186717161,-26.25542884,5.524422047,0.47758683,-2.667,-2.667,,,,
co-295,Electrical Metallic Tubing (EMT),,lv-8,,,,0.02604764067,-25.53773602,5.001419103,-2.6949019,-14.88716898,5.057222903,-2.6390981,-25.53773602,5.029321003,-14.88716898,5.029321003,10.65056703,-2.667,-2.667,,,,
co-296,Electrical Metallic Tubing (EMT),,lv-8,,,,0.002075618489,-14.56468728,5.001419103,-2.600117593,-13.80348415,5.057222903,-2.124282407,-13.81754311,5.029321003,-14.55062832,5.029321003,0.8486954396,-2.148383479,-2.576016521,,,,
co-297,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0177057031,-13.48100244,5.001419103,-2.0853019,-6.241353366,5.057222903,-2.0294981,-13.48100244,5.029321003,-6.241353366,5.029321003,7.239649078,-2.0574,-2.0574,,,,
co-298,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0006338880083,-5.523263754,7.078730431,-2.0853019,-5.345341654,7.331096749,-2.0294981,-5.369505408,7.092681381,-5.4991,7.317145799,0.2591891837,-2.0574,-2.0574,,,,
co-299,Electrical Metallic Tubing (EMT),,lv-9,,,,0.003074925355,-5.7238519,7.6301981,-1.6637,-5.6680481,7.6860019,-0.4064,-5.69595,7.6581,-5.69595,7.6581,1.2573,-1.6637,-0.4064,,,,
co-300,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001873227649,-5.307473329,5.991102941,-2.0853019,-5.251669529,6.7570432,-2.0294981,-5.279571429,6.7570432,-5.279571429,5.991102941,0.7659402593,-2.0574,-2.0574,,,,
co-301,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001467857258,-5.881095049,5.166987538,-2.0853019,-5.417237964,5.630844624,-2.0294981,-5.861365427,5.186717161,-5.436967587,5.611115001,0.6001891811,-2.0574,-2.0574,,,,
co-302,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,9.8657156,-5.5245,-1.3579094,9.8891344,-4.2037,-1.3344906,9.877425,-5.5245,9.877425,-4.2037,1.3208,-1.3462,-1.3462,,,,
co-303,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,4.2269156,-5.5245,-1.3579094,4.2503344,-4.2037,-1.3344906,4.238625,-5.5245,4.238625,-4.2037,1.3208,-1.3462,-1.3462,,,,
co-304,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004551323086,9.8657156,-0.8915721855,-1.3579094,9.8891344,0.1651,-1.3344906,9.877425,-0.8915721855,9.877425,0.1651,1.056672185,-1.3462,-1.3462,,,,
co-305,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,9.8657156,-2.059972185,-1.7135094,9.8891344,-1.470627815,-1.6900906,9.877425,-2.059972185,9.877425,-1.470627815,0.589344371,-1.7018,-1.7018,,,,
co-306,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001488025856,9.8657156,-2.9845,-1.3579094,9.8891344,-2.639027815,-1.3344906,9.877425,-2.9845,9.877425,-2.639027815,0.3454721855,-1.3462,-1.3462,,,,
co-307,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,9.8657156,-2.456576301,-1.631076301,9.8891344,-2.242423699,-1.416923699,9.877425,-2.448296505,9.877425,-2.250703495,0.2794387138,-1.425203495,-1.622796505,,,,
co-308,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,9.8657156,-1.288176301,-1.631076301,9.8891344,-1.074023699,-1.416923699,9.877425,-1.082303495,9.877425,-1.279896505,0.2794387138,-1.425203495,-1.622796505,,,,
co-309,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004551323086,4.2269156,-0.8915721855,-1.3579094,4.2503344,0.1651,-1.3344906,4.238625,-0.8915721855,4.238625,0.1651,1.056672185,-1.3462,-1.3462,,,,
co-310,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,4.2269156,-2.059972185,-1.7135094,4.2503344,-1.470627815,-1.6900906,4.238625,-2.059972185,4.238625,-1.470627815,0.589344371,-1.7018,-1.7018,,,,
co-311,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001488025856,4.2269156,-2.9845,-1.3579094,4.2503344,-2.639027815,-1.3344906,4.238625,-2.9845,4.238625,-2.639027815,0.3454721855,-1.3462,-1.3462,,,,
co-312,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,4.2269156,-2.456576301,-1.631076301,4.2503344,-2.242423699,-1.416923699,4.238625,-2.448296505,4.238625,-2.250703495,0.2794387138,-1.425203495,-1.622796505,,,,
co-313,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,4.2269156,-1.288176301,-1.631076301,4.2503344,-1.074023699,-1.416923699,4.238625,-1.082303495,4.238625,-1.279896505,0.2794387138,-1.425203495,-1.622796505,,,,
co-314,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-2.6310844,-5.5245,-1.3579094,-2.6076656,-4.2037,-1.3344906,-2.619375,-5.5245,-2.619375,-4.2037,1.3208,-1.3462,-1.3462,,,,
co-315,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004551323086,-2.6310844,-0.8915721855,-1.3579094,-2.6076656,0.1651,-1.3344906,-2.619375,-0.8915721855,-2.619375,0.1651,1.056672185,-1.3462,-1.3462,,,,
co-316,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-2.6310844,-2.059972185,-1.7135094,-2.6076656,-1.470627815,-1.6900906,-2.619375,-2.059972185,-2.619375,-1.470627815,0.589344371,-1.7018,-1.7018,,,,
co-317,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001488025856,-2.6310844,-2.9845,-1.3579094,-2.6076656,-2.639027815,-1.3344906,-2.619375,-2.9845,-2.619375,-2.639027815,0.3454721855,-1.3462,-1.3462,,,,
co-318,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-2.6310844,-2.456576301,-1.631076301,-2.6076656,-2.242423699,-1.416923699,-2.619375,-2.448296505,-2.619375,-2.250703495,0.2794387138,-1.425203495,-1.622796505,,,,
co-319,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-2.6310844,-1.288176301,-1.631076301,-2.6076656,-1.074023699,-1.416923699,-2.619375,-1.082303495,-2.619375,-1.279896505,0.2794387138,-1.425203495,-1.622796505,,,,
co-320,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-8.4699094,-5.5245,-1.3579094,-8.4464906,-4.2037,-1.3344906,-8.4582,-5.5245,-8.4582,-4.2037,1.3208,-1.3462,-1.3462,,,,
co-321,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004551323086,-8.4699094,-0.8915721855,-1.3579094,-8.4464906,0.1651,-1.3344906,-8.4582,-0.8915721855,-8.4582,0.1651,1.056672185,-1.3462,-1.3462,,,,
co-322,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-8.4699094,-2.059972185,-1.7135094,-8.4464906,-1.470627815,-1.6900906,-8.4582,-2.059972185,-8.4582,-1.470627815,0.589344371,-1.7018,-1.7018,,,,
co-323,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001488025856,-8.4699094,-2.9845,-1.3579094,-8.4464906,-2.639027815,-1.3344906,-8.4582,-2.9845,-8.4582,-2.639027815,0.3454721855,-1.3462,-1.3462,,,,
co-324,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-8.4699094,-2.456576301,-1.631076301,-8.4464906,-2.242423699,-1.416923699,-8.4582,-2.448296505,-8.4582,-2.250703495,0.2794387138,-1.425203495,-1.622796505,,,,
co-325,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-8.4699094,-1.288176301,-1.631076301,-8.4464906,-1.074023699,-1.416923699,-8.4582,-1.082303495,-8.4582,-1.279896505,0.2794387138,-1.425203495,-1.622796505,,,,
co-326,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-12.5847094,-5.5245,-1.3579094,-12.5612906,-4.2037,-1.3344906,-12.573,-5.5245,-12.573,-4.2037,1.3208,-1.3462,-1.3462,,,,
co-327,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0004551323086,-12.5847094,-0.8915721855,-1.3579094,-12.5612906,0.1651,-1.3344906,-12.573,-0.8915721855,-12.573,0.1651,1.056672185,-1.3462,-1.3462,,,,
co-328,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-12.5847094,-2.059972185,-1.7135094,-12.5612906,-1.470627815,-1.6900906,-12.573,-2.059972185,-12.573,-1.470627815,0.589344371,-1.7018,-1.7018,,,,
co-329,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001488025856,-12.5847094,-2.9845,-1.3579094,-12.5612906,-2.639027815,-1.3344906,-12.573,-2.9845,-12.573,-2.639027815,0.3454721855,-1.3462,-1.3462,,,,
co-330,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-12.5847094,-2.456576301,-1.631076301,-12.5612906,-2.242423699,-1.416923699,-12.573,-2.448296505,-12.573,-2.250703495,0.2794387138,-1.425203495,-1.622796505,,,,
co-331,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-12.5847094,-1.288176301,-1.631076301,-12.5612906,-1.074023699,-1.416923699,-12.573,-1.082303495,-12.573,-1.279896505,0.2794387138,-1.425203495,-1.622796505,,,,
co-332,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001474350422,-3.8502844,6.731602815,-1.3579094,-3.8268656,7.0739,-1.3344906,-3.838575,6.731602815,-3.838575,7.0739,0.3422971855,-1.3462,-1.3462,,,,
co-333,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002538437822,-3.8502844,5.563202815,-1.7135094,-3.8268656,6.152547185,-1.6900906,-3.838575,5.563202815,-3.838575,6.152547185,0.589344371,-1.7018,-1.7018,,,,
co-334,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002056913343,-3.8502844,4.506597454,-1.3579094,-3.8268656,4.984147185,-1.3344906,-3.838575,4.506597454,-3.838575,4.984147185,0.4775497315,-1.3462,-1.3462,,,,
co-335,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-3.8502844,5.166598699,-1.631076301,-3.8268656,5.380751301,-1.416923699,-3.838575,5.174878495,-3.838575,5.372471505,0.2794387138,-1.425203495,-1.622796505,,,,
co-336,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0001203604946,-3.8502844,6.334998699,-1.631076301,-3.8268656,6.549151301,-1.416923699,-3.838575,6.540871505,-3.838575,6.343278495,0.2794387138,-1.425203495,-1.622796505,,,,
co-337,Electrical Metallic Tubing (EMT),,lv-8,,,,0.000568898057,-3.8502844,8.2931,-1.3579094,-3.8268656,9.6139,-1.3344906,-3.838575,8.2931,-3.838575,9.6139,1.3208,-1.3462,-1.3462,,,,
co-338,Electrical Metallic Tubing (EMT),,lv-8,,,,8.807085237E-05,-2.63503954,3.9243,-1.3579094,-2.61162074,4.128772454,-1.3344906,-2.62333014,3.9243,-2.62333014,4.128772454,0.204472454,-1.3462,-1.3462,,,,
co-339,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0003606954357,-3.6496625,4.305975554,-1.3579094,-2.81224264,4.329394354,-1.3344906,-2.81224264,4.317684954,-3.6496625,4.317684954,0.8374198603,-1.3462,-1.3462,,,,
co-340,Electrical Metallic Tubing (EMT),,lv-8,,,,0.005675352085,-2.416175,2.0167981,-1.4249019,-0.09559178157,2.0726019,-1.3690981,-2.416175,2.0447,-0.09559178157,2.0447,2.320583218,-1.397,-1.397,,,,
co-341,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002145206233,-2.6310844,2.207051473,-1.3642594,-2.6076656,2.7051,-1.3408406,-2.619375,2.207051473,-2.619375,2.7051,0.4980485269,-1.35255,-1.35255,,,,
co-342,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0002230932667,-2.6310844,1.3843,-1.3642594,-2.6076656,1.902251473,-1.3408406,-2.619375,1.3843,-2.619375,1.902251473,0.5179514731,-1.35255,-1.35255,,,,
co-343,Electrical Metallic Tubing (EMT),,lv-8,,,,0.005287103934,-4.984408218,2.0167981,-1.4249019,-2.822575,2.0726019,-1.3690981,-4.984408218,2.0447,-2.822575,2.0447,2.161833218,-1.397,-1.397,,,,
co-344,Electrical Metallic Tubing (EMT),,lv-8,,,,0.003601271079,0.9528417816,2.0167981,-2.0281519,2.425358218,2.0726019,-1.9723481,0.9528417816,2.0447,2.425358218,2.0447,1.472516437,-2.00025,-2.00025,,,,
co-345,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0009976834581,0.2646665355,2.0167981,-1.862583465,0.5925834645,2.0726019,-1.534666535,0.2843961582,2.0447,0.5728538418,2.0447,0.4079407684,-1.554396158,-1.842853842,,,,
co-346,Electrical Metallic Tubing (EMT),,lv-8,,,,0.0009976834581,2.785616535,2.0167981,-1.862583465,3.113533465,2.0726019,-1.534666535,2.805346158,2.0447,3.093803842,2.0447,0.4079407684,-1.842853842,-1.554396158,,,,
co-347,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001373562573,3.473791782,2.0167981,-1.4249019,4.035425,2.0726019,-1.3690981,3.473791782,2.0447,4.035425,2.0447,0.5616332184,-1.397,-1.397,,,,
co-348,Electrical Metallic Tubing (EMT),,lv-8,,,,0.004060239777,4.441825,2.0167981,-1.4249019,6.102008218,2.0726019,-1.3690981,4.441825,2.0447,6.102008218,2.0447,1.660183218,-1.397,-1.397,,,,
co-349,Electrical Metallic Tubing (EMT),,lv-8,,,,0.001147542765,7.055191782,2.0167981,-1.9329019,7.524408218,2.0726019,-1.8770981,7.055191782,2.0447,7.524408218,2.0447,0.4692164369,-1.905,-1.905,,,,
